Crime,Date,Address,Lat,Long,Link
Theft,10/18/16. ,300 BLOCK OF CHECKERS DR SAN JOSE,37.3627221,-121.860204,https://spotcrime.com/mobile/crime/?83689711-d79cead71b9b2550958f64d2127d3677
Assault,10/18/16. ,300 BLOCK OF CAS DR SAN JOSE,37.2885686,-121.8338988,https://spotcrime.com/mobile/crime/?83689709-cab747632362c674c5104af8c284f01b
Robbery,10/18/16. ,1100 BLOCK OF N CAPITOL AV SAN JOSE,37.387179,-121.8608853,https://spotcrime.com/mobile/crime/?83689707-867c52e2f1cb1a8810e16df99037be75
Theft,10/18/16. ,6200 BLOCK OF SANTA TERESA BL SAN JOSE,37.2374737,-121.7989973,https://spotcrime.com/mobile/crime/?83689701-b072927641ee34356b89e80bd5eb7fda
Theft,10/18/16. ,1100 BLOCK OF N 4TH ST SAN JOSE,37.3589179,-121.9032287,https://spotcrime.com/mobile/crime/?83689678-4aa78541e9b6852b09bc28fc440e5e05
Theft,10/18/16. ,W SAN CARLOS ST & MERIDIAN AV SAN JOSE,37.3234412,-121.9137528,https://spotcrime.com/mobile/crime/?83689675-a4a0539df19c0a299163d8b6c1cb27fa
Robbery,10/18/16. ,200 BLOCK OF SIMON AV SAN JOSE,37.3383771,-121.8324414,https://spotcrime.com/mobile/crime/?83689673-00c187c535fc2080d3f1e5985acb6c43
Burglary,10/18/16. ,100 BLOCK OF BAL HARBOR WY SAN JOSE,37.3389208,-121.8377199,https://spotcrime.com/mobile/crime/?83689669-502c1cdd54bd2f06a71b36cf3713325d
Theft,10/18/16. ,2100 BLOCK OF LUZ AV SAN JOSE,37.358504,-121.847079,https://spotcrime.com/mobile/crime/?83689632-428f8d5e57b0e50ede376e1b78b35883
Theft,10/18/16. ,400 BLOCK OF S 4TH ST SAN JOSE,37.3308157,-121.8822705,https://spotcrime.com/mobile/crime/?83689568-fbc9ab967e0565c32938179603e50071
Vandalism,10/18/16. ,STOKES ST & NORTH LOOP DR SAN JOSE,37.3041662,-121.9174177,https://spotcrime.com/mobile/crime/?83689567-1064cf5a69f9dd22cd0483544ce2d939
Theft,10/18/16. ,700 BLOCK OF SANTA TERESA BL SAN JOSE,37.3415389,-121.9011146,https://spotcrime.com/mobile/crime/?83689549-94d7dbd56fa376ce271a2fcbf4fe5eb1
Arrest,10/18/16. ,00 BLOCK OF EPIC WY SAN JOSE,37.3993687,-121.9194308,https://spotcrime.com/mobile/crime/?83689545-c20107f2414878102d4bb2c2852c7d3d
Theft,10/18/16. ,00 BLOCK OF GLEN EYRIE AV SAN JOSE,37.311191,-121.904644,https://spotcrime.com/mobile/crime/?83689544-df337f0cad1d45a2e5a780ba5b960d3a
Burglary,10/18/16. ,300 BLOCK OF PLEASANT KNOLL DR SAN JOSE,37.3518547,-121.7893601,https://spotcrime.com/mobile/crime/?83689540-0ba44caabbb0b04d1452c6ecdeb05c20
Theft,10/18/16. ,2600 BLOCK OF GLEN FERGUSON CL SAN JOSE,37.3290334,-121.8018041,https://spotcrime.com/mobile/crime/?83689385-7de1e87d9c6d918d6d081c944f20b593
Theft,10/18/16. ,00 BLOCK OF STORY RD SAN JOSE,37.3460817,-121.8341258,https://spotcrime.com/mobile/crime/?83689384-d382b1bc9ec446df6014ada83aa3f014
Theft,10/18/16. ,900 BLOCK OF TERRA BELLA AV SAN JOSE,37.293238,-121.886835,https://spotcrime.com/mobile/crime/?83689379-1bea009ba1673ba48049b825e27c0572
Robbery,10/18/16. ,100 BLOCK OF RACE ST SAN JOSE,37.3271089,-121.9116421,https://spotcrime.com/mobile/crime/?83689317-368bc055a73ae9518dc8f5e7bae59dc6
Robbery,10/18/16. ,E SAN ANTONIO ST & S 23RD ST SAN JOSE,37.3435088,-121.8657044,https://spotcrime.com/mobile/crime/?83689316-00bb50e582a7543c2f40edb4a71f2ad5
Burglary,10/18/16. ,600 BLOCK OF N 7TH ST SAN JOSE,37.3510879,-121.8930203,https://spotcrime.com/mobile/crime/?83689278-9f385f6eea10f556ad132a8e2d059d30
Theft,10/18/16. ,00 BLOCK OF W SAN CARLOS ST SAN JOSE,37.3311582,-121.8876452,https://spotcrime.com/mobile/crime/?83689277-1973dcae969df7405f7f2f4c78bde06f
Theft,10/18/16. ,800 BLOCK OF BLOSSOM HILL RD SAN JOSE,37.2493834,-121.8584696,https://spotcrime.com/mobile/crime/?83689276-ea63b4ace84accdee28735e6f60452bb
Burglary,10/18/16. ,1500 BLOCK OF CHAMBERS DR SAN JOSE,37.267452,-121.897312,https://spotcrime.com/mobile/crime/?83689274-1d26efb1f124b543dd07680de84ef89e
Assault,10/18/16. ,00 BLOCK OF BRANHAM LANE EAST SAN JOSE,37.2684581,-121.8208878,https://spotcrime.com/mobile/crime/?83689273-ad6f1edda1c1418f5f8bf4ca00be5b59
Assault,10/18/16. ,SANTA TERESA BL & BERNAL RD SAN JOSE,37.2268781,-121.7767519,https://spotcrime.com/mobile/crime/?83689266-f632d71806ed71edc1da8bf79a57c06b
Theft,10/18/16. ,00 BLOCK OF N 16TH ST SAN JOSE,37.344926,-121.8764127,https://spotcrime.com/mobile/crime/?83689261-67973dd2293da903d36a5dcadf4fa322
Assault,10/18/16. ,00 BLOCK OF SENTER RD SAN JOSE,37.2780798,-121.8341649,https://spotcrime.com/mobile/crime/?83689258-57412e3bb2143a69a77bf99173c1bc3b
Burglary,10/18/16. ,600 BLOCK OF HORNING ST SAN JOSE,37.3617495,-121.8918052,https://spotcrime.com/mobile/crime/?83689254-9b96c096ae0ddbb5426d63fb9961daf3
Assault,10/18/16. ,00 BLOCK OF E WILLIAM ST SAN JOSE,37.3290627,-121.8838451,https://spotcrime.com/mobile/crime/?83689246-cdfab8da91895b9daf1df19e81196d8c
Theft,10/18/16. ,100 BLOCK OF DARBY CT SAN JOSE,37.3122488,-121.8743019,https://spotcrime.com/mobile/crime/?83689200-771a0e3799a80d728fea136b041e31ab
Assault,10/18/16. ,1100 BLOCK OF BRANHAM LN SAN JOSE,37.2623161,-121.8789309,https://spotcrime.com/mobile/crime/?83689196-6fe0d3d184cb721d15fc1773039742b4
Theft,10/18/16. ,200 BLOCK OF LA PALA DR SAN JOSE,37.3775875,-121.8286896,https://spotcrime.com/mobile/crime/?83689188-e4c3e0ba19079f5d2e2d9ddebfac8a60
Theft,10/18/16. ,100 BLOCK OF N 6TH ST SAN JOSE,37.3408996,-121.886859,https://spotcrime.com/mobile/crime/?83689183-c391de9463a2f3b1e00baff07cfe2cec
Arrest,10/18/16. ,500 BLOCK OF COLEMAN AV SAN JOSE,37.3410283,-121.9061303,https://spotcrime.com/mobile/crime/?83689143-c9c13c32053989180af95ff1a6a11d51
Theft,10/18/16. ,500 BLOCK OF COTTLE RD SAN JOSE,37.2534937,-121.8033996,https://spotcrime.com/mobile/crime/?83689123-2ba204c7b1d8ae5ca93d9160c66a3b09
Burglary,10/18/16. ,1200 BLOCK OF PELLIER DR SAN JOSE,37.3115531,-121.8298752,https://spotcrime.com/mobile/crime/?83689114-6ebd3c05bfbec54ebe873d301b1c7e4f
Arrest,10/18/16. ,200 BLOCK OF NUESTRA CASTILLO CT SAN JOSE,37.3571761,-121.8330547,https://spotcrime.com/mobile/crime/?83689112-b62738a49886d3030684330e2e335fd1
Assault,10/18/16. ,BRANHAM LN & ALMADEN EX SAN JOSE,37.26301,-121.8768302,https://spotcrime.com/mobile/crime/?83689110-b2844d3f99202d395beaedc82eb8e075
Burglary,10/18/16. ,500 BLOCK OF WILLOW ESTATES SAN JOSE,37.295542,-121.7659733,https://spotcrime.com/mobile/crime/?83689100-174e13bae5832323a9976fc7fc525863
Burglary,10/18/16. ,1400 BLOCK OF CORTE DE ROSA SAN JOSE,37.2222659,-121.8909261,https://spotcrime.com/mobile/crime/?83689097-c6f71156b2274b1a5d9e632939314172
Theft,10/18/16. ,700 BLOCK OF STORY RD SAN JOSE,37.328726,-121.8576083,https://spotcrime.com/mobile/crime/?83689006-17ce74247d35221806411ec3e7ad2e7b
Theft,10/18/16. ,3100 BLOCK OF SILVER CREEK RD SAN JOSE,37.3078357,-121.8115101,https://spotcrime.com/mobile/crime/?83689004-5c1d6c710a33f5acfa600c7ba8bfe468
Burglary,10/18/16. ,800 BLOCK OF MORRISON PARK DR SAN JOSE,37.3343524,-121.907859,https://spotcrime.com/mobile/crime/?83688838-76da29fb3558c84a2bab049e109f5a70
Theft,10/18/16. ,1100 BLOCK OF ALMADEN AV SAN JOSE,37.3167083,-121.8805502,https://spotcrime.com/mobile/crime/?83688833-9bf46810dd8ac5d0cd2e9924d301501f
Assault,10/18/16. ,MCLAUGHLIN AV & E WILLIAM ST SAN JOSE,37.3414123,-121.8622732,https://spotcrime.com/mobile/crime/?83688830-b2be525e364593640b9f09c2aeb45a5c
Assault,10/18/16. ,WILLOW ST & MERIDIAN AV SAN JOSE,37.3038809,-121.9136428,https://spotcrime.com/mobile/crime/?83688457-bdb5f666ab27a25e1700067feaf2c4c6
Theft,10/18/16. ,2800 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3229724,-121.9440705,https://spotcrime.com/mobile/crime/?83688456-900f35d63f3b5241bfc1d3318dc51357
Burglary,10/18/16. ,5400 BLOCK OF SEAN CL SAN JOSE,37.254564,-121.8294378,https://spotcrime.com/mobile/crime/?83688455-d21bc909015978407bacc791ef585060
Theft,10/18/16. ,300 BLOCK OF S WHITE RD SAN JOSE,37.3625293,-121.8249606,https://spotcrime.com/mobile/crime/?83688442-3e451b563880f8fab0c29f32c74f3f75
Arrest,10/18/16. ,3100 BLOCK OF IMPALA DR SAN JOSE,37.2957787,-121.9515984,https://spotcrime.com/mobile/crime/?83688438-a02d926d1d38dc29011a008e50bc29c2
Theft,10/18/16. ,600 BLOCK OF SANTA TERESA BL SAN JOSE,37.3415389,-121.9011146,https://spotcrime.com/mobile/crime/?83688378-6545ac938af6f63aa6c925dcc308a639
Vandalism,10/18/16. ,THE ALAMEDA & RACE ST SAN JOSE,37.3316311,-121.9119878,https://spotcrime.com/mobile/crime/?83688377-692ab474da6851caf5ec2f2be61efb90
Theft,10/18/16. ,00 BLOCK OF S 2ND ST SAN JOSE,37.3357238,-121.8887545,https://spotcrime.com/mobile/crime/?83688375-841e20a25a82380e1a32e74a9ea7ef86
Burglary,10/18/16. ,500 BLOCK OF MARBLE ARCH AV SAN JOSE,37.281865,-121.85881,https://spotcrime.com/mobile/crime/?83688357-d96cc183b4064f90d68dd14cef92835e
Theft,10/18/16. ,1100 BLOCK OF PEMBRIDGE DR SAN JOSE,37.2715274,-121.8802671,https://spotcrime.com/mobile/crime/?83688329-cf0e4085ae58e559d9b4d8aaa93cde29
Theft,10/18/16. ,700 BLOCK OF RICHMOND AV SAN JOSE,37.3134046,-121.9227891,https://spotcrime.com/mobile/crime/?83688316-35eba0452094cf0867fccf43d5a2e21d
Vandalism,10/18/16. ,00 BLOCK OF TALLAHASSEE DR SAN JOSE,37.3454034,-121.8313285,https://spotcrime.com/mobile/crime/?83688313-455371afbdac73b46b416c915a755606
Theft,10/18/16. ,00 BLOCK OF E ROSEMARY ST SAN JOSE,37.360496,-121.907389,https://spotcrime.com/mobile/crime/?83688312-b134ed9240545ea701eb59a2e20ff301
Theft,10/18/16. ,900 BLOCK OF BLOSSOM HILL RD SAN JOSE,37.2496499,-121.8657876,https://spotcrime.com/mobile/crime/?83688308-8e134d673e53d760fbc6b1dcd9aa11c2
Assault,10/18/16. ,00 BLOCK OF S 5TH ST SAN JOSE,37.3369808,-121.8854247,https://spotcrime.com/mobile/crime/?83688306-07536bafbd5b1691ae37646198680bcd
Arrest,10/18/16. ,1400 BLOCK OF W SAN CARLOS ST SAN JOSE,37.3234068,-121.9156905,https://spotcrime.com/mobile/crime/?83688303-3be058f0db65885413b7f658727d27c7
Theft,10/18/16. ,500 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3231553,-121.9673335,https://spotcrime.com/mobile/crime/?83688300-31d323de747699dde749519d275612ac
Theft,10/18/16. ,500 BLOCK OF CRESTVIEW DR SAN JOSE,37.3275231,-121.9535022,https://spotcrime.com/mobile/crime/?83688266-5e8c9306fef24a3c5b13c3b9f39ec503
Vandalism,10/18/16. ,700 BLOCK OF GLENSIDE DR SAN JOSE,37.2339891,-121.8465774,https://spotcrime.com/mobile/crime/?83688258-a2ce7bfc33afdc69425169e8a959244d
Theft,10/18/16. ,1100 BLOCK OF STARBIRD CL SAN JOSE,37.3051839,-121.9658223,https://spotcrime.com/mobile/crime/?83688247-16b116765255c0e188f1442ea7bdaa14
Assault,10/19/16. ,2800 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3229724,-121.9440705,https://spotcrime.com/mobile/crime/?83728539-cd0ce4e73021d25af4ccbe43ef1d84b6
Theft,10/19/16. ,PASEO DE SAN ANTONIO & S 3RD ST SAN JOSE,37.3335309,-121.8857887,https://spotcrime.com/mobile/crime/?83728503-a74bcbb8938250b4ffbb3c86b2ccf930
Theft,10/19/16. ,300 BLOCK OF TISCH WY SAN JOSE,37.3171972,-121.946207,https://spotcrime.com/mobile/crime/?83728502-71c4d9a8ba08e09fbceb7e3f93a8e436
Assault,10/19/16. ,100 BLOCK OF MONTEREY RD SAN JOSE,37.145262,-121.6682966,https://spotcrime.com/mobile/crime/?83728471-52096285ede2879212abc014292c998d
Theft,10/19/16. ,1200 BLOCK OF LOCHNER DR SAN JOSE,37.3526716,-121.8115005,https://spotcrime.com/mobile/crime/?83728426-c7255b419b6463f311f5cc6932abf04c
Theft,10/19/16. ,1200 BLOCK OF NORVAL WY SAN JOSE,37.2944411,-121.8962223,https://spotcrime.com/mobile/crime/?83728424-44efc95ed71e29a6f8feacf86dadcd3b
Theft,10/19/16. ,MONTEREY RD & EDENVIEW DR SAN JOSE,37.262181,-121.813518,https://spotcrime.com/mobile/crime/?83728420-1e80ed59806de6768221cf2917d2f1b3
Theft,10/19/16. ,3900 BLOCK OF SEVEN TREES BL SAN JOSE,37.2808763,-121.8321119,https://spotcrime.com/mobile/crime/?83728393-fbf2c0c27ceb04cb32cfb0a1a8048577
Assault,10/19/16. ,3100 BLOCK OF COLDWATER DR SAN JOSE,37.3443538,-121.8054188,https://spotcrime.com/mobile/crime/?83728392-733fb93f3f1b94d6d41476e1678265e7
Theft,10/19/16. ,00 BLOCK OF N 5TH ST SAN JOSE,37.3389008,-121.8868161,https://spotcrime.com/mobile/crime/?83728391-8e5a80ca94f578ff86a3ef9f938b5450
Robbery,10/19/16. ,500 BLOCK OF COTTLE RD SAN JOSE,37.2534937,-121.8033996,https://spotcrime.com/mobile/crime/?83728355-55aa0eaea191271cd77b209f52b7bf9c
Theft,10/19/16. ,00 BLOCK OF N 7TH ST SAN JOSE,37.340128,-121.884455,https://spotcrime.com/mobile/crime/?83728354-3e34d8c511f9a89bd1f9eda9ea55adb4
Theft,10/19/16. ,1100 BLOCK OF ALMADEN AV SAN JOSE,37.3167083,-121.8805502,https://spotcrime.com/mobile/crime/?83728345-35bd5842d19664d3986b22d527812ae1
Burglary,10/19/16. ,100 BLOCK OF W REED ST SAN JOSE,37.3256007,-121.8862347,https://spotcrime.com/mobile/crime/?83728307-2bc5d394b86905a6ae2c80f4f26e1e2e
Theft,10/19/16. ,500 BLOCK OF MCCOLLAM DR SAN JOSE,37.382783,-121.832089,https://spotcrime.com/mobile/crime/?83728304-2b5879053cd9bb5b7a1a67bc9513844a
Vandalism,10/19/16. ,3900 BLOCK OF ARDEN FARMS PL SAN JOSE,37.2832096,-121.8255296,https://spotcrime.com/mobile/crime/?83728300-66c470afc57d9b8a598a005b06a05007
Theft,10/19/16. ,300 BLOCK OF SILVER CREEK RD SAN JOSE,37.2819199,-121.7664037,https://spotcrime.com/mobile/crime/?83728291-55519fe4c8cbf693a10799d28d8e68ad
Arrest,10/19/16. ,100 BLOCK OF FOXWORTHY AV SAN JOSE,37.2710045,-121.9047245,https://spotcrime.com/mobile/crime/?83728261-2d79715dcf01a2b3dd740786212f439d
Arrest,10/19/16. ,WOOL CREEK DR & WILL WOOL DR SAN JOSE,37.3138836,-121.8494536,https://spotcrime.com/mobile/crime/?83728259-0705153792ac79a226e1ed6ad5fdfc35
Theft,10/19/16. ,200 BLOCK OF AZUCAR AV SAN JOSE,37.2615455,-121.8036032,https://spotcrime.com/mobile/crime/?83728258-42cc32ad2bff4a2e9674b0bf3342813c
Arrest,10/19/16. ,STORY RD & GALAHAD AV SAN JOSE,37.3493964,-121.828977,https://spotcrime.com/mobile/crime/?83728257-d886ab291563a0ff40628e3b6a27bd96
Burglary,10/19/16. ,3900 BLOCK OF LEIGH AV SAN JOSE,37.2588753,-121.9218042,https://spotcrime.com/mobile/crime/?83728252-7d04599435bf1167b380fb63ffb60bed
Theft,10/19/16. ,00 BLOCK OF ABORN RD SAN JOSE,37.3151453,-121.7832656,https://spotcrime.com/mobile/crime/?83728241-4aa30d10e929ab0758d2e57e45b51af1
Theft,10/19/16. ,300 BLOCK OF S WHITE RD SAN JOSE,37.3625293,-121.8249606,https://spotcrime.com/mobile/crime/?83728237-17b9876e5367786b17c188ff6f35899d
Theft,10/19/16. ,100 BLOCK OF ALMADEN EX SAN JOSE,37.2554705,-121.8757261,https://spotcrime.com/mobile/crime/?83728209-154ec1ff4251eadc3b5deee46cb207f3
Theft,10/19/16. ,3400 BLOCK OF RUBION CT SAN JOSE,37.348833,-121.7959652,https://spotcrime.com/mobile/crime/?83728110-192e1fa7d16d4dee6ec1dd9711ba6a82
Theft,10/19/16. ,1600 BLOCK OF AIRPORT BL SAN JOSE,37.3665961,-121.9246572,https://spotcrime.com/mobile/crime/?83728108-49c9b8056423a1ab4959adc0a2984ca8
Theft,10/19/16. ,SIERRA RD & TOURNEY DR SAN JOSE,37.3870525,-121.8716297,https://spotcrime.com/mobile/crime/?83728107-ae198b886db815821207043694558ce9
Burglary,10/19/16. ,100 BLOCK OF LINCOLN AV SAN JOSE,37.3261522,-121.9088316,https://spotcrime.com/mobile/crime/?83728103-fba07d22fc696c98271a61fb6f9c2993
Vandalism,10/19/16. ,MONTEREY RD & E ALMA AV SAN JOSE,37.3163813,-121.8740209,https://spotcrime.com/mobile/crime/?83728026-ac26a1f349700b33ca57b64ebc782854
Theft,10/19/16. ,1700 BLOCK OF HILLSDALE AV SAN JOSE,37.2652676,-121.9133896,https://spotcrime.com/mobile/crime/?83728020-27a03b900e7417eabca9c1ec48002331
Assault,10/19/16. ,400 BLOCK OF BRIARGLEN DR SAN JOSE,37.2666092,-121.878487,https://spotcrime.com/mobile/crime/?83728018-3f11f529553f9486112c080d37e444b7
Vandalism,10/19/16. ,00 BLOCK OF SENTER RD SAN JOSE,37.2780798,-121.8341649,https://spotcrime.com/mobile/crime/?83728015-af7327f7d6e2bc5850e783fbd48513fd
Robbery,10/19/16. ,1800 BLOCK OF HILLSDALE AV SAN JOSE,37.2624029,-121.9192959,https://spotcrime.com/mobile/crime/?83727752-da862237991a19c3c2dd87ce1bbe85fb
Burglary,10/19/16. ,3100 BLOCK OF HEATHER RIDGE DR SAN JOSE,37.2816978,-121.8619412,https://spotcrime.com/mobile/crime/?83727749-a687c72f906c8b6ef2695b01b96f94b0
Theft,10/19/16. ,2800 BLOCK OF MCKEE RD SAN JOSE,37.3724745,-121.8394672,https://spotcrime.com/mobile/crime/?83727746-ca64a96be49059db70063682480dac0c
Theft,10/19/16. ,SAN TOMAS AQUINO RD & HAMILTON AV SAN JOSE,37.2938113,-121.9766317,https://spotcrime.com/mobile/crime/?83727698-56483cca2f1b3d20971faf22c7116cac
Assault,10/19/16. ,OAKGATE WY & PINEGATE WY SAN JOSE,37.3215676,-121.7829895,https://spotcrime.com/mobile/crime/?83727666-3efb9b6035e63ae290dbfb3a2d439d03
Assault,10/19/16. ,BONITA AV & E SAN ANTONIO ST SAN JOSE,37.3458326,-121.8605731,https://spotcrime.com/mobile/crime/?83727665-fde656e7b0f373bb41b5b7e25d9497e9
Assault,10/19/16. ,STORY RD & S WHITE RD SAN JOSE,37.3561872,-121.819104,https://spotcrime.com/mobile/crime/?83727664-fd55323645fee7ed137379e771639f9b
Burglary,10/19/16. ,1900 BLOCK OF KIRBY WY SAN JOSE,37.2750039,-121.928487,https://spotcrime.com/mobile/crime/?83727658-d9d7155347336c7f99494138095c8798
Theft,10/19/16. ,1700 BLOCK OF EDUCATIONAL PARK DR SAN JOSE,37.3648917,-121.8574719,https://spotcrime.com/mobile/crime/?83727656-a94d32ef3623cbba194ee3034def7327
Burglary,10/19/16. ,600 BLOCK OF ALBION DR SAN JOSE,37.2707814,-121.8566776,https://spotcrime.com/mobile/crime/?83727613-a63e0e3a2c2f913f60804093526e7be8
Theft,10/19/16. ,900 BLOCK OF BLOSSOM HILL RD SAN JOSE,37.2496499,-121.8657876,https://spotcrime.com/mobile/crime/?83727608-8f0078230f7346e88c8bc87e3fe38222
Theft,10/19/16. ,1400 BLOCK OF FORD AV SAN JOSE,37.3148308,-121.8738741,https://spotcrime.com/mobile/crime/?83727605-ef717fda81c74091968c0d58440b91a1
Vandalism,10/19/16. ,CHERRY AV & ALMADEN EX SAN JOSE,37.2590655,-121.8763455,https://spotcrime.com/mobile/crime/?83727598-95b92130ce63b0f2ddbfd130157c2193
Theft,10/19/16. ,00 BLOCK OF N 3RD ST SAN JOSE,37.3378273,-121.8889521,https://spotcrime.com/mobile/crime/?83727577-dda1c4729ee12017fccf78bd64c2bd99
Theft,10/19/16. ,1200 BLOCK OF N CAPITOL AV SAN JOSE,37.3892354,-121.8631486,https://spotcrime.com/mobile/crime/?83727569-21d93535595da0a6909ab72b67d644a4
Theft,10/19/16. ,500 BLOCK OF PARK CREST DR SAN JOSE,37.3264674,-121.9001725,https://spotcrime.com/mobile/crime/?83727518-f25e3147c5a77e2b53be01a00d9664c0
Theft,10/19/16. ,200 BLOCK OF DANZE DR SAN JOSE,37.2600525,-121.8037787,https://spotcrime.com/mobile/crime/?83727437-2c43c545d4df23fe38f0ccbd42d23f75
Theft,10/19/16. ,00 BLOCK OF CASA LOMA CT SAN JOSE,37.3193224,-121.990619,https://spotcrime.com/mobile/crime/?83727429-090127de34c578bcfaa5fefa4036c214
Arrest,10/19/16. ,S 1ST ST & WILLOW ST SAN JOSE,37.3210202,-121.8786281,https://spotcrime.com/mobile/crime/?83727424-7f003c79fd5f83e968bf9ac30e08639b
Theft,10/19/16. ,00 BLOCK OF E VIRGINIA ST SAN JOSE,37.3244443,-121.8807436,https://spotcrime.com/mobile/crime/?83727423-59f671d5af5439617bdf8b23e3c0d10b
Burglary,10/19/16. ,400 BLOCK OF LEWIS RD SAN JOSE,37.29581,-121.839813,https://spotcrime.com/mobile/crime/?83727345-6567348a8a6f54cf86227d2ba40733da
Assault,10/19/16. ,5800 BLOCK OF BLOSSOM AV SAN JOSE,37.2430249,-121.8397211,https://spotcrime.com/mobile/crime/?83727328-24e404e4eb988693c894390f6476065d
Arrest,10/19/16. ,600 BLOCK OF GLENBURRY WY SAN JOSE,37.2545572,-121.850284,https://spotcrime.com/mobile/crime/?83727321-ae5bc47964f09b4b45d9b4bcf6911897
Assault,10/19/16. ,N KING RD & NEWBURY PARK DR SAN JOSE,37.36551,-121.8680481,https://spotcrime.com/mobile/crime/?83727269-9fb59e9b1463a2fee6e988febee62c6a
Assault,10/19/16. ,1100 BLOCK OF STORY RD SAN JOSE,37.3326597,-121.853124,https://spotcrime.com/mobile/crime/?83727268-d5d9d70370f16caa1101e4cb52383a4e
Burglary,10/19/16. ,200 BLOCK OF MCKEE RD SAN JOSE,37.3529708,-121.8674832,https://spotcrime.com/mobile/crime/?83727267-92a1203d9f2dabb6b5170e2e6b89f9e6
Arrest,10/19/16. ,2800 BLOCK OF PLUMAS DR SAN JOSE,37.3086347,-121.8231398,https://spotcrime.com/mobile/crime/?83727263-02955a148d91c26684202bdde27954a0
Burglary,10/19/16. ,1100 BLOCK OF SETTLE AV SAN JOSE,37.3085016,-121.8984281,https://spotcrime.com/mobile/crime/?83727262-e01816b7a6c1605a9e1f3f2e3e0a0f9f
Burglary,10/19/16. ,1600 BLOCK OF CUNNINGHAM AV SAN JOSE,37.3273159,-121.8331626,https://spotcrime.com/mobile/crime/?83727260-0ae1a24cd70c2ce5a4836cd0559a1d83
Theft,10/19/16. ,200 BLOCK OF N CAPITOL AV SAN JOSE,37.3685104,-121.8413316,https://spotcrime.com/mobile/crime/?83727258-2a0f520cda53dfd4ce22d258590b625d
Assault,10/19/16. ,ZANKER RD & E TASMAN DR SAN JOSE,37.4126586,-121.9370928,https://spotcrime.com/mobile/crime/?83727256-fd060f3ee90b0ed288f6dfeaad166a6f
Theft,10/19/16. ,1700 BLOCK OF DE MARIETTA AV SAN JOSE,37.3024178,-121.9249018,https://spotcrime.com/mobile/crime/?83727216-078797d5c356dc38182000119f1fe62a
Arrest,10/19/16. ,2600 BLOCK OF OPHELIA AV SAN JOSE,37.3190557,-121.8192763,https://spotcrime.com/mobile/crime/?83727198-e1263e32b4d86fa92c1dd73085474b90
Burglary,10/19/16. ,100 BLOCK OF E SANTA CLARA ST SAN JOSE,37.3374022,-121.8873967,https://spotcrime.com/mobile/crime/?83727098-6e9586ac41908e71e3f3f2bde8507e90
Arrest,10/19/16. ,00 BLOCK OF ALMADEN EX SAN JOSE,37.2554705,-121.8757261,https://spotcrime.com/mobile/crime/?83727097-141f5186f0c5ac4aefbb96c71faa73b1
Arrest,10/19/16. ,MONTEREY RD & TULLY RD SAN JOSE,37.3036263,-121.8610665,https://spotcrime.com/mobile/crime/?83727094-d3acbef2a84103e523c63c08c906575f
Theft,10/19/16. ,2100 BLOCK OF CANOAS GARDEN AV SAN JOSE,37.2959801,-121.8776129,https://spotcrime.com/mobile/crime/?83727093-3adaac2626123cc1e0a70a8f6073a3a9
Theft,10/19/16. ,500 BLOCK OF COTTLE RD SAN JOSE,37.2534937,-121.8033996,https://spotcrime.com/mobile/crime/?83727053-ce0252c959ec64559843dd132f7b6639
Theft,10/19/16. ,700 BLOCK OF ALMADEN AV SAN JOSE,37.3230118,-121.8852301,https://spotcrime.com/mobile/crime/?83727051-5157f054eeb9247619bf7af6b380cd92
Burglary,10/19/16. ,100 BLOCK OF N 4TH ST SAN JOSE,37.3399453,-121.889064,https://spotcrime.com/mobile/crime/?83727047-fea7d86ce952a19931e36020844f37e0
Theft,10/19/16. ,1600 BLOCK OF TULLY RD SAN JOSE,37.3213199,-121.8272599,https://spotcrime.com/mobile/crime/?83727045-d9d435336d03221bd2b64817097e067d
Theft,10/19/16. ,5400 BLOCK OF BLOSSOM GARDENS CL SAN JOSE,37.2539419,-121.8159206,https://spotcrime.com/mobile/crime/?83727044-c6399ddc20e9ebf2af9b8a12c1ae8377
Theft,10/19/16. ,300 BLOCK OF S HENRY AV SAN JOSE,37.322033,-121.95508,https://spotcrime.com/mobile/crime/?83726999-80c67744e8831772e4954b85b350eed9
Vandalism,10/19/16. ,3400 BLOCK OF CEDARDALE DR SAN JOSE,37.3346452,-121.7809037,https://spotcrime.com/mobile/crime/?83726903-7c7582750122c04489883ccb1d59d8c8
Assault,10/19/16. ,00 BLOCK OF TULLY RD SAN JOSE,37.303978,-121.8602093,https://spotcrime.com/mobile/crime/?83726902-8229fdade5c8dec9c6cbe7113ea42918
Theft,10/19/16. ,2800 BLOCK OF SENTER RD SAN JOSE,37.2990749,-121.8391143,https://spotcrime.com/mobile/crime/?83726892-1eb305d9b806fb79111fda987263112e
Assault,10/19/16. ,200 BLOCK OF N JACKSON AV SAN JOSE,37.364233,-121.8490467,https://spotcrime.com/mobile/crime/?83726821-ccef847d39053b0b670b2313d7896898
Theft,10/19/16. ,500 BLOCK OF THORNWOOD DR SAN JOSE,37.2532012,-121.8607046,https://spotcrime.com/mobile/crime/?83726820-ccef58a026674dc4f207fd2c8b6f280f
